id,login,display_name,type,broadcaster_type,description,profile_image_url,offline_image_url,view_count,created_at,nb abo,nb vu cumul,date creat,nb vod
606310957,albatird93,albatird93,,affiliate,"Bienvenue sur ma chaîne !💫 Si vous êtes intéressés par le gaming (Minecraft, RL🏆), l'horreur, quelqu'un qui est proche de sa communauté et qui est plutôt chill, vous êtes au bonne endroit ! N'oubliez pas que vous pouvez follow pour me soutenir et vous serez notifié des prochains streams !💜",https://static-cdn.jtvnw.net/jtv_user_pictures/b0a56ec7-f7dc-4ec7-b02a-08c90deae085-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/cf99839d-a620-47e4-a7ed-963917809274-channel_offline_image-1920x1080.png,2100,2020-11-11T18:59:17Z,103,2100,2020-11-11,39
107825378,alekseiuma,alekseiuma,,affiliate,[FR/ENG] VTuber/VArtist - Illustrateur - LV 21 - Je joue surtout à Genshin Impact et je dessine en live ! N'hésitez pas à aller checker mes réseaux !,https://static-cdn.jtvnw.net/jtv_user_pictures/3fc4d634-717d-4f0a-8c7c-4eb4ceafec1f-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7a8bc9d4-de62-4409-8b87-b19848769ccb-channel_offline_image-1920x1080.png,1114,2015-11-23T18:35:26Z,107,1114,2015-11-23,1
402085616,alexwolf3330,alexwolf3330,,affiliate, je suis un  enfant dans ma tête qui a grandi avec les toons . Furry et lgbt son les bien venu. Venai discuter. ,https://static-cdn.jtvnw.net/jtv_user_pictures/e16b10d3-ca05-4330-8cac-73c49009b848-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/42465d71-1793-4b5b-9307-968faa6fdb88-channel_offline_image-1920x1080.jpeg,3630,2018-12-14T20:36:03Z,188,3630,2018-12-14,37
206439357,amy_loli,amy_loli,,affiliate,Je stream plein de jeux même si je suis mauvaise (ﾉ^∇^)ﾉﾟ,https://static-cdn.jtvnw.net/jtv_user_pictures/54c7a4c1-4a69-456c-b4df-83a1a91e12e8-profile_image-300x300.png,,825,2018-03-18T11:37:04Z,107,825,2018-03-18,44
739324252,ange_de_la_mort_,ange_de_la_mort_,,affiliate,         bonjour et bienvenue sur ma chaine je fais des live sur plein de joux si tu veux me suivre tu es la bienvenue dans notre aventure,https://static-cdn.jtvnw.net/jtv_user_pictures/9002167a-1491-4a05-8975-5fc2f0a56892-profile_image-300x300.png,,1241,2021-11-02T16:03:54Z,67,1241,2021-11-02,1
422901806,angemort06,angemort06,,,,https://static-cdn.jtvnw.net/user-default-pictures-uv/294c98b5-e34d-42cd-a8f0-140b72fba9b0-profile_image-300x300.png,,1371,2019-03-11T18:15:29Z,143,1371,2019-03-11,1
491883525,aratonnes,aratonnes,,affiliate,streamer débutant  avec la bonne humeur c'est important avec des blague assez osef ;D,https://static-cdn.jtvnw.net/jtv_user_pictures/5af3db61-fe87-4592-ac28-ecf89e73d709-profile_image-300x300.png,,2847,2020-02-11T20:38:21Z,214,2847,2020-02-11,1
405563266,azekiia,azekiia,,affiliate,Vtuber (´・ω・)っ▀̿̿,https://static-cdn.jtvnw.net/jtv_user_pictures/e7035148-39a8-49e1-8cbf-798f1078c62d-profile_image-300x300.png,,10602,2018-12-30T23:37:29Z,711,10602,2018-12-30,31
690483965,azukivt,azukivt,,affiliate,"""Laboratoire MoonRock"" ( Dossier-D.O116141230 ) D.O se pressente sout une forme humanoïde avec des corne, il est pas agressif mes plutôt amicale avec les personnes qui voudrait crée un contacte avec se dernier. D.O aime également beaucoup l'attention du personnelle et aussi les sucrerie.",https://static-cdn.jtvnw.net/jtv_user_pictures/4e501b35-1640-4840-bde6-e30522006c5f-profile_image-300x300.png,,2819,2021-05-24T18:36:11Z,127,2819,2021-05-24,23
160623349,bleuse09,bleuse09,,affiliate,"Salut, moi c'est bleuse09 ! J'aime les jeux vidéos, les mangas, les livres, etc... Je déteste me casser la cervelle 🤯 ! Ma passion c'est m'amuser, faire des montages photos et vidéos !!! Je suis un peu folle, donc don't panic !🤪",https://static-cdn.jtvnw.net/jtv_user_pictures/b9fdde54-b417-498c-b84d-023a3af1e1e0-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8d3ca247-cf1e-487b-8082-dac119553205-channel_offline_image-1920x1080.png,6050,2017-06-18T14:49:19Z,393,6050,2017-06-18,11
503809023,bluedasheur,bluedasheur,,,"un petit streamer qui utilise un avatar (vtuber) , s'amuse pas mal a live donc rejoignez moi ",https://static-cdn.jtvnw.net/jtv_user_pictures/600a9d69-041d-4d95-b68d-bfb6f21bf913-profile_image-300x300.png,,415,2020-03-25T21:45:12Z,74,415,2020-03-25,1
31894512,bxakid,bxakid,,affiliate,FR & EN Catgirl Vtuber — Du FFXIV & Weeb Stuff — Journaliste pour MGG EN & FR — #HokoriLive #Hokorillust,https://static-cdn.jtvnw.net/jtv_user_pictures/a7f68462-fac3-4dc5-b26c-c162b0484620-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/afbba916-6c1f-4b35-a86b-5c1980a5bfca-channel_offline_image-1920x1080.jpeg,290748,2012-07-05T22:17:36Z,16126,290748,2012-07-05,35
180332032,charade_m,charade_m,,affiliate,"Une chimère un peu vénère , qui découvre les joies du dessin et des jeux vidéo ,le lundi mardi et mercredi (quand elle n'hiberne pas ) /!\attention charade mord , ne pas nourrir  après 00h00 , ne pas approchée les doigts./!\",https://static-cdn.jtvnw.net/jtv_user_pictures/68c94281-3ad8-4289-972a-f774db474904-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1e808673-130d-4a0d-b3b0-c2d141e9c148-channel_offline_image-1920x1080.jpeg,1876,2017-11-03T23:21:17Z,117,1876,2017-11-03,1
608391920,chiakimaxence,chiakimaxence,,affiliate,"hey, alors je suis un nouveau streamer sur la plateforme twitch.Comment je m'appelle : MaxenceAge : 17 Passion : jeux vidéos tel que CS:GO/Fortnite/fnaf/etc.. ",https://static-cdn.jtvnw.net/jtv_user_pictures/c79a6211-2338-4897-86ad-cfa1d3b48519-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/da845d65-60a4-4292-a380-8698bbdbb752-channel_offline_image-1920x1080.jpeg,902,2020-11-13T19:26:15Z,151,902,2020-11-13,36
542853477,chisanaberugi,chisanaberugi,,affiliate,"Salut ! moi c'est Chisana , je suis un Vtuber qui aime dessiner et jouer à des jeux vidéos !  ",https://static-cdn.jtvnw.net/jtv_user_pictures/5ca57555-ad2d-49e7-83dc-68737871d300-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/817b2960-c462-4757-a228-5cf7be393ef1-channel_offline_image-1920x1080.jpeg,4242,2020-06-12T19:12:03Z,253,4242,2020-06-12,7
402109504,chlocooo,chlocooo,,affiliate,"Vtubeuse de 21 ans, je joue à un peu de tout, n'hésite pas à venir me parler! Remerciements spéciaux à Bleuse pour les badges, et à Yuko pour la pp, bannière et émotes!",https://static-cdn.jtvnw.net/jtv_user_pictures/abbb5246-1ead-4458-9665-82e5f4363d20-profile_image-300x300.png,,3606,2018-12-14T22:58:23Z,280,3606,2018-12-14,34
133610186,chwannini,chwannini,,affiliate,Channi | Comfy Artist | Chaotic Gamer,https://static-cdn.jtvnw.net/jtv_user_pictures/3d8fe022-75eb-4daa-85da-22a384b66446-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8e354bf4-c96b-43b6-97d5-9659bfeab76d-channel_offline_image-1920x1080.png,45686,2016-08-31T12:48:08Z,2873,45686,2016-08-31,17
722812192,cristo_vtuber,cristo_vtuber,,," C'est Cristo, le perso principal du shonen",https://static-cdn.jtvnw.net/jtv_user_pictures/104aa557-084c-40aa-b0a2-837d99ff33c5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8b59c496-f91e-4c5a-84b7-c69405ceb425-channel_offline_image-1920x1080.png,2821,2021-08-31T07:59:43Z,195,2821,2021-08-31,9
407906389,cutie_smileyy,cutie_smileyy,,,"♥♥ 20 ans, je commence doucement les streams Twitch/ Il y aura du gaming et peut être aussi du dessin ♥♥",https://static-cdn.jtvnw.net/jtv_user_pictures/4e107ada-a6c3-4919-b464-4b5a477e3466-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/aba96de5-8b60-452b-97b0-291c0ffaaf72-channel_offline_image-1920x1080.png,126,2019-01-08T20:59:38Z,14,126,2019-01-08,2
516411795,dinu_gume,dinu_gume,,affiliate,Voyageur temporel et sorcière maladroite: veut découvrir plein de choses dans ce monde (change aussi souvent d'apparence des fois par crise de créativité). J'espère que vous serez aussi bizarre que moi  🧡⚙️bon visionnage 😜,https://static-cdn.jtvnw.net/jtv_user_pictures/e8d46f8c-86d7-40bb-b97e-822b230d5799-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8ac9a6d1-026b-4dca-ba68-0eb1f9344808-channel_offline_image-1920x1080.png,1655,2020-04-18T13:10:53Z,181,1655,2020-04-18,37
265253381,discordyummy,discordyummy,,affiliate,i'm english now,https://static-cdn.jtvnw.net/jtv_user_pictures/0b33d2bc-d440-4c4a-8a00-95f022858e80-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7ff88d60-9c78-475f-be9a-5c3864492e3a-channel_offline_image-1920x1080.png,2599,2018-10-07T12:16:11Z,35,2599,2018-10-07,1
715008711,dreigna_,dreigna_,,,"Onichi Gang ! Comme vous avez dû le comprendre, je suis un vtuber, de la race des Oni pour être précis. Je fais principalement du gaming si ce n'est pas QUE ça. Je fais des streams un peu foireux mais en général ça va, je suis nouveau en tant que streamer en même temps. ",https://static-cdn.jtvnw.net/jtv_user_pictures/26f47b89-0aa4-49a5-9efa-3229a9c77853-profile_image-300x300.png,,457,2021-08-06T23:25:52Z,53,457,2021-08-06,1
695231758,duelindekrichno,duelindekrichno,,affiliate,Maître-voleur s'étant reconverti en #VStreamer pour voler l'un des biens les plus précieux sur Internet. Votre temps.,https://static-cdn.jtvnw.net/jtv_user_pictures/42c31230-a705-4e9a-99ac-07a7e06e8c30-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7dc54a6f-fc53-4039-b0f6-ea38069a5634-channel_offline_image-1920x1080.png,7564,2021-06-08T13:08:13Z,370,7564,2021-06-08,42
410640479,frenchyfries92,frenchyfries92,,affiliate,Je dessine juste :/ ou parfois je joue.,https://static-cdn.jtvnw.net/jtv_user_pictures/5eedcf17-23b7-4884-8005-492b1e997211-profile_image-300x300.png,,1313,2019-01-19T14:37:26Z,92,1313,2019-01-19,1
735480484,fubuki4k,fubuki4k,,,,https://static-cdn.jtvnw.net/jtv_user_pictures/7013240b-dc14-4b41-9f64-5ab8372b33ac-profile_image-300x300.png,,616,2021-10-19T04:31:41Z,44,616,2021-10-19,3
518188348,fury_vtuber,fury_vtuber,,,Salut!je fais des streams en français pour le plaisir avant tout. N'hésitez pas à  follow pour m'aider.Pas de programme je stream quand j'ai envie 😋 à plus dans un futur stream,https://static-cdn.jtvnw.net/jtv_user_pictures/f6a894ad-6cd7-4dba-bb7b-6f4b8d405396-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ca10a949-587e-4a4c-a43a-8083170bc985-channel_offline_image-1920x1080.png,634,2020-04-21T18:01:15Z,128,634,2020-04-21,1
209410587,galfraig,galfraig,,affiliate,Grand fan de jeux videos et de manga. Je vais arpenter la voie du Stream avec mes viewers. Puis voilà.,https://static-cdn.jtvnw.net/jtv_user_pictures/a05f783e-46ff-44d1-9934-81876058ca1d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3d059ce2-5b0d-4318-a6d8-22c99ca3b298-channel_offline_image-1920x1080.jpeg,2412,2018-03-28T22:39:12Z,264,2412,2018-03-28,36
581677991,grif_officiel,grif_officiel,,affiliate,Le renard qui aime les jeux vidéos !!!,https://static-cdn.jtvnw.net/jtv_user_pictures/d3167308-b689-475f-a341-ec664761e103-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/42f638a0-4ece-463f-af30-8f68320ed3c8-channel_offline_image-1920x1080.png,1840,2020-09-10T17:43:33Z,167,1840,2020-09-10,1
623199272,jrk67,jrk67,,,ici du gaming et de l'amusement sur des jeux déjanté et connue !!! ,https://static-cdn.jtvnw.net/jtv_user_pictures/626dca16-20f8-4715-bf86-0179732d3a1e-profile_image-300x300.png,,237,2020-12-19T22:41:45Z,35,237,2020-12-19,5
184603008,julien_sk,julien_sk,,affiliate,Salut a tous et bienvenue sur ma chaîne Contenu principalement avec du Let's Play en tous genre (bon d'accord il y a pas mal de RPG mais après tous c'est mon kiff 😁)🎬 Chaîne : https://www.youtube.com/channel/UChKLfTJQ_Q🎮 Instant Gaming : https://www.instant-gaming.com/igr/Skylors-Replay/,https://static-cdn.jtvnw.net/jtv_user_pictures/223b5532-6e8b-4e37-8930-a559a1a6656f-profile_image-300x300.png,,1364,2017-12-06T09:50:04Z,110,1364,2017-12-06,17
239206122,justlikewaffle,justlikeWaffle,,affiliate,Big Knight,https://static-cdn.jtvnw.net/jtv_user_pictures/560e6dca-9e46-482e-ae55-ba7401a73c45-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/404d6f72-0d62-4168-8e81-67d17caa606f-channel_offline_image-1920x1080.png,20607,2018-07-16T23:56:30Z,1809,20607,2018-07-16,5
43486783,k0rzalive,k0rzalive,,affiliate,,https://static-cdn.jtvnw.net/jtv_user_pictures/634a9afe-a33b-4b22-af59-34a2c5c6ba1a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/dc546a74-1700-4e27-9751-f50635882b50-channel_offline_image-1920x1080.jpeg,26372,2013-05-12T18:36:18Z,777,26372,2013-05-12,33
115146140,kamaboko117,kamaboko117,,affiliate,"variety streams, osu!taiko and more. Channel sub badges by MIJWGE ",https://static-cdn.jtvnw.net/jtv_user_pictures/59a1305d-e1b0-489b-bc2b-2e7976020b35-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5ccfc84d-957e-4333-b4c3-55f5e5d8b838-channel_offline_image-1920x1080.png,2816,2016-02-07T17:51:38Z,129,2816,2016-02-07,20
118150837,kamibzh,kamiBZH,,affiliate,Ici c'est la BRETAGNE,https://static-cdn.jtvnw.net/jtv_user_pictures/2febd934-de28-4bd3-bfc4-3a8b849052e4-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ebac75f1-6600-4f1d-ac36-039d4a08eea7-channel_offline_image-1920x1080.jpeg,14756,2016-03-08T02:52:01Z,358,14756,2016-03-08,143
743117605,kami_r4ge,kami_r4ge,,,Chaîne de Stream pour du fun/ gameplay/ Discussion etc ,https://static-cdn.jtvnw.net/jtv_user_pictures/6b7c35d3-7e50-4fb3-af83-c25770f9adf4-profile_image-300x300.png,,427,2021-11-13T21:08:38Z,82,427,2021-11-13,1
587097855,kana_gribouille,kana_gribouille,,affiliate,"Artiste pluridisciplinaire, Vtuber et reine (légitime!) d'un royaume miniature, j'aime à partager ma passion pour le rêve, le bizarre et l'imaginaire. 🎀",https://static-cdn.jtvnw.net/jtv_user_pictures/e8ed3fc4-6372-4a96-add5-899493255987-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d78ae36e-04eb-476a-a60a-4524d47e49f2-channel_offline_image-1920x1080.jpeg,11144,2020-09-23T17:32:20Z,779,11144,2020-09-23,4
707428175,karmachan2401,karmachan2401,,affiliate,"coucou ! bienvenue sur ma chaine ! je suis une fille transgenre qui stream quand ça lui chante ^^ . je fait généralement du gaming , j'espere te revoir bientot ^^Hi ! welcome on my channel ! I'm a transgender girl who stream when she want ! I'm doing some gaming , hope I will see you on my stream!",https://static-cdn.jtvnw.net/jtv_user_pictures/fa3ba830-f30c-46c3-a6b6-6068ed98d7d5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8441e241-f7e8-48aa-950a-895ecabf4fab-channel_offline_image-1920x1080.jpeg,2154,2021-07-14T21:27:09Z,187,2154,2021-07-14,27
705251794,kashunotori,kashunotori,,affiliate,"Welcome! Bienvenue dans ma chaine twitch, je fais des stream pour discuter et m'amuser avec tout le monde, nécissiter pas à me dire un coucou ^^ Welcome, i love chitchating so talk to me ^^",https://static-cdn.jtvnw.net/jtv_user_pictures/82f89510-9504-4d04-8b63-afcc5149996a-profile_image-300x300.png,,667,2021-07-08T15:27:11Z,109,667,2021-07-08,14
258384906,kawabisoc,kawabisoc,,,"Yooo c’est kawabisoc, on est embarqué dans bourbier pas possible ",https://static-cdn.jtvnw.net/jtv_user_pictures/c2908560-c030-4d45-9b9b-0b51a468a7a2-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a5547af3-fe75-4474-a665-b1462021ce57-channel_offline_image-1920x1080.jpg,699,2018-09-14T11:15:50Z,264,699,2018-09-14,1
142958747,kayzun__tv,kayzun__tv,,,"Jeune Streamer de 27 ans , Ici pour du Multi gaming  et de la bonne Humeur . Merci d'avoir Pris le Temps de Regarder n'hésitez pas à Follow Merci as tous :)  ",https://static-cdn.jtvnw.net/jtv_user_pictures/2dbd796a-8025-4672-a71e-ffbe324c571a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b6587eb2-baab-46ff-b06d-045516d87809-channel_offline_image-1920x1080.jpeg,2026,2016-12-27T01:08:46Z,106,2026,2016-12-27,17
448402105,kdmos_,kdmos_,,affiliate,"Wesh, je suis juste un vtubeur affilié de 20 ans qui stream pour partager ma passion du gaming ezz. ",https://static-cdn.jtvnw.net/jtv_user_pictures/789a628c-588c-4770-a447-8c81760bb421-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/57e54120-00dc-41cc-9165-9d471f06b64b-channel_offline_image-1920x1080.jpeg,3721,2019-07-15T04:55:30Z,307,3721,2019-07-15,34
238864094,kebabluxio,kebabluxio,,,salut,https://static-cdn.jtvnw.net/jtv_user_pictures/d02deb83-2e9c-427e-ba62-822f4b74c533-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/318dd160-51d3-499d-a257-e909fd484af3-channel_offline_image-1920x1080.jpeg,640,2018-07-15T17:50:32Z,42,640,2018-07-15,1
724249795,key_kos,key_kos,,affiliate,"Passionné de jeux vidéos depuis ma tendre enfance, je veux la partagé tout simplement 😊. Au programme :-Humour-Beaucoup de rage -Et discussion. Si ce programme te plaît viens faire partie de la maison 😁 , et si tu veux me soutenir tu n'as qu'à follow 😉",https://static-cdn.jtvnw.net/jtv_user_pictures/e1ce5fcc-0a8f-4f44-87e6-d43af1ea042a-profile_image-300x300.png,,1457,2021-09-05T15:48:46Z,177,1457,2021-09-05,10
215819908,kikitchiwi,kikitchiwi,,affiliate,"coucou !! je suis kiki, une potite tanuki !! j'aime jouer aux jeux vidéos et manger des gnocchis au fromage ฅ(^• ω•^)ฅ  (she/her)",https://static-cdn.jtvnw.net/jtv_user_pictures/8f9306f1-dffd-4e72-a879-ca71047ca542-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/388d6212-3c47-4e47-b259-1a645396049b-channel_offline_image-1920x1080.png,8420,2018-04-21T16:54:45Z,648,8420,2018-04-21,33
261215907,kinevra01,kinevra01,,affiliate,HEELLLOOO  bienvenue sur ma chaine pour fun j'espère qu'on s'amusera bien enssemble. je suis un joyeux et plaisantin void dweller.,https://static-cdn.jtvnw.net/jtv_user_pictures/14c2a955-d5a9-4331-aa3a-f6f7c3c4a0f7-profile_image-300x300.png,,6435,2018-09-21T09:50:51Z,178,6435,2018-09-21,27
139997237,kishi_shoku,kishi_shoku,,,"VTubeur et VStreameur francophone de 22 ans, je vous propose du dessin et de l'écriture ( quand j'ai le temps ) j'espère que vous apprécierez la chaîne et je vous souhaite une bonne visite sur cette dernière",https://static-cdn.jtvnw.net/jtv_user_pictures/5ffb57a2-4c43-48b3-94b5-02c1d5a62b43-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5f885071-9a4a-4cc8-9e7e-cd50ee0eb46d-channel_offline_image-1920x1080.png,1796,2016-11-20T19:35:40Z,162,1796,2016-11-20,1
152416376,kontere,kontere,,affiliate,"Salut a tous,Je vais vous partager des passions qui pourront peut être vous convenir et vous donnez l'envie de les essayer. Android :Artery Gear Fusion ( JP ) Android : Blue archive  ( JP / Global ) TableTop :  Warhammer 40000 CompétitifA tout de suite dans mes lives.",https://static-cdn.jtvnw.net/jtv_user_pictures/3dfe3ca0-534d-4e4c-8c71-9ec6abb6a2be-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/82c31979-ef5c-46e9-9327-2a60f76f089a-channel_offline_image-1920x1080.jpeg,13224,2017-04-05T01:30:12Z,306,13224,2017-04-05,4
128510971,kowa_sensei,kowa_sensei,,affiliate,Passion du dessin,https://static-cdn.jtvnw.net/jtv_user_pictures/40c07448-5666-49ab-a9fa-4d4bb5d5858a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ed60a973-5224-4072-b8bc-92a8836a8085-channel_offline_image-1920x1080.jpeg,241790,2016-07-04T11:15:53Z,8277,241790,2016-07-04,59
82468743,kyuchan_renarde_divine,kyuchan_renarde_divine,,affiliate,Je fais principale des vidéos broderies mais il y aura également des vidéos gaming^^ nous allons nous amuser ensemble^^ ,https://static-cdn.jtvnw.net/jtv_user_pictures/2b0e5f08-df17-447a-8bc0-38f0f6e55ebb-profile_image-300x300.png,,9215,2015-02-12T13:57:58Z,463,9215,2015-02-12,26
559861350,libray_,libray_,,,Yo je suis libray j'ai actuellement 18 ans je suis fan de manga/animé (Mais surtout de Chika Fujiwara) (:,https://static-cdn.jtvnw.net/jtv_user_pictures/deb5ba4c-cfaa-4aa5-873c-f5cdd90ec185-profile_image-300x300.png,,681,2020-07-29T12:58:20Z,52,681,2020-07-29,1
247862361,lilianabi,lilianabi,,,"Bonjour a tous je suis nouveau sur twitch en tant que streamer ! Sur cette chaîne je vais faire du Minecraft , du Overwatch , du Satisfactory et autre quand l'envie m'en prendra. Si vous pouvez me donner des conseils je l'ai prendrait avec plaisir !",https://static-cdn.jtvnw.net/jtv_user_pictures/a0c0e22b-34d1-4633-ba1b-4cb9e5c037fd-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/9d59ca84-4f7d-4e8a-8aae-71d6524da58e-channel_offline_image-1920x1080.png,300,2018-08-14T11:57:53Z,28,300,2018-08-14,1
148073516,ludooki,ludooki,,affiliate,Le Quasimodo des Vtubers qui fait du G@ming,https://static-cdn.jtvnw.net/jtv_user_pictures/ffc92c65-c550-45fe-b206-3d8c0c3039fd-profile_image-300x300.png,,2309,2017-02-18T10:10:07Z,173,2309,2017-02-18,9
88042402,lulluwoaf,lulluWOAF,,affiliate,CHOSE STUPIDE qui aime les bubble  🐾mail lulluwoaf@hotmail.com,https://static-cdn.jtvnw.net/jtv_user_pictures/d3f270a3-3c7d-4584-818c-ea85ed9874fa-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/4d557311-78f0-49a6-9e23-1886796abed0-channel_offline_image-1920x1080.png,8605,2015-04-09T19:46:54Z,617,8605,2015-04-09,68
436497558,maissalaire17,Maissalaire17,,affiliate,La vie est un jeu et donc tu perds ou gagne mais je joue aussi à des jeux vidéos pour gagner plus souvent !🐺,https://static-cdn.jtvnw.net/jtv_user_pictures/510cd101-aac5-436a-9e9e-3fbf7e5fa99c-profile_image-300x300.png,,1881,2019-05-19T08:51:24Z,155,1881,2019-05-19,5
42037162,malnochtw,malnochtw,,affiliate,"streamage de jeux vidéals en tout genre, AYAYA is stronk in this one",https://static-cdn.jtvnw.net/jtv_user_pictures/12b70bf7-0e81-460a-b1b6-d4e580997b34-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/940434f8-a4de-432c-bdd8-bbc69c4bb7db-channel_offline_image-1920x1080.png,6039,2013-04-03T17:04:40Z,180,6039,2013-04-03,38
495178657,mamarius,mamarius,,affiliate,Bonjour et bienvenue à tous sur la chaîne. Je suis mamarius et j ai 15 ans,https://static-cdn.jtvnw.net/jtv_user_pictures/f53c386a-b19d-40e3-a6b4-473a3a136fd5-profile_image-300x300.png,,307,2020-02-25T12:46:11Z,71,307,2020-02-25,1
271354648,mayumegumi_himyu0,mayumegumi_himyu0,,,"bonjour, bonsoir je ne met pas le micro dans mes live ",https://static-cdn.jtvnw.net/jtv_user_pictures/972fc6b4-1eb1-4d0e-b5b5-6ed5699be941-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/76b03676-2fb1-441d-836b-e150178b08d1-channel_offline_image-1920x1080.jpeg,3836,2018-11-01T08:26:23Z,146,3836,2018-11-01,24
722894756,milleeeeeeer,milleeeeeeer,,affiliate,𝑪𝒐𝒏𝒕𝒓𝒐𝒍𝒍𝒆𝒓 𝒑𝒍𝒂𝒚𝒆𝒓 ,https://static-cdn.jtvnw.net/jtv_user_pictures/feb032bb-7972-40b9-bd4b-55fecb9d658b-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3a047dac-e33e-41d5-a655-c4649975bfa3-channel_offline_image-1920x1080.jpeg,1950,2021-08-31T15:22:37Z,222,1950,2021-08-31,1
697546536,mimille_chan,mimille_chan,,affiliate,"étudiante en cinéma d'animation. Ici on essaiera d'avancer sur différents projets ! Animation, petits jeux, illustrations...",https://static-cdn.jtvnw.net/jtv_user_pictures/7b25a6bb-3ced-4e8d-a831-1f4bb937feed-profile_image-300x300.png,,607,2021-06-13T20:42:31Z,65,607,2021-06-13,1
596625178,mini_ilanboum,mini_ilanboum,,,fan d’anime,https://static-cdn.jtvnw.net/jtv_user_pictures/9bac120b-0a49-47fb-b66b-c87f067a5d13-profile_image-300x300.png,,178,2020-10-16T20:00:39Z,28,178,2020-10-16,1
192857057,miraitenn0,miraitenn0,,,"Bienvenue sur mon live,Mon but pour la chaine c'est de faire des let's play live et de devenir une Vtuber. J'ai deux passions : les animaux et le jeux vidéos, j'ai commencée à jouer sur console à l'age de 5 ans et je suis passée sur PC il y a 3 ans.",https://static-cdn.jtvnw.net/jtv_user_pictures/44de0768-82ae-4cf7-8e1c-eab3ab95853a-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c5cae25b-6410-415f-9662-a2ff5592d175-channel_offline_image-1920x1080.png,856,2018-01-25T19:52:23Z,53,856,2018-01-25,13
602887896,misakiichaaan,misakiichaaan,,affiliate,Misa (moi hehe) et libray mon fidèle accolite t'offrons une soirée remplie de fun!! 😁😁,https://static-cdn.jtvnw.net/jtv_user_pictures/6bf3faf4-3173-4cdf-bd47-47b2f1e0a79f-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/83ad1c05-077a-417a-b202-8818dc2b1beb-channel_offline_image-1920x1080.png,4481,2020-11-02T16:46:15Z,420,4481,2020-11-02,6
120930869,misakiimikoto,misakiimikoto,,affiliate,"Yaharo, bienvenu sur ma chaîne, j'espère vous faire passer du bon temps en ma compagnie.",https://static-cdn.jtvnw.net/jtv_user_pictures/2e5875e7-e821-470d-8432-5da3d5598c15-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7d9dc636-1a8d-48fd-815f-adbe59bcb5d2-channel_offline_image-1920x1080.png,10176,2016-04-04T15:31:15Z,578,10176,2016-04-04,11
498029581,misspandatv,misspandatv,,affiliate,,https://static-cdn.jtvnw.net/jtv_user_pictures/8dd377e6-4254-4412-98bd-63d827018ed6-profile_image-300x300.png,,2436,2020-03-08T20:32:22Z,240,2436,2020-03-08,39
